timestamp,open_price,high_price,low_price,close_price,volume,turnover
1698850804,979.57,998.38,968.57,988.18,273,554285.31
1698937200,988.18,998.88,966.91,966.91,217,395532.44
1699023601,966.91,991.99,963.06,990.35,289,636303.76
1699110002,990.35,992.32,962.2,966.87,274,580689.2
1699196403,966.87,993.1,964.19,987.46,264,615574.76
1699282800,987.46,992.55,963.29,963.67,231,633512.88
1699369202,963.67,990.22,960.7,974.37,244,650409.07
1699455600,974.37,986.54,954.73,957.37,229,478017.65
1699542000,957.37,976.32,944.36,944.36,264,637645.19
1699628400,944.36,970.13,936.66,948.79,260,504102.09
1699714800,948.79,959.35,925.59,926.97,250,526570.95
1699801205,926.97,946.95,917.66,936.5,256,467448.94
1699887602,936.5,940.32,908.76,914.1,249,653676.0
1699974000,914.1,923.09,875.08,875.77,236,576544.14
1700060400,875.77,889.1,825.32,825.32,262,737046.14
1700146801,825.32,878.67,833.49,873.91,197,568362.39
1700233202,873.91,882.89,858.61,863.99,201,486956.42
1700319601,863.99,872.87,848.61,863.0,232,498998.15
1700406000,863.0,864.56,850.31,858.56,228,757016.18
1700492400,858.56,861.67,848.0,854.56,228,309402.86
1700578800,854.56,866.31,848.64,860.72,248,616088.77
1700665200,860.72,870.7,854.86,863.74,262,620875.31
1700751600,863.74,872.49,861.37,865.1,231,411671.45
1700838001,865.1,876.44,855.38,859.63,231,321463.42
1700924401,859.63,902.03,863.25,900.95,228,383183.93
1701010800,900.95,908.27,885.36,885.36,210,461397.19
1701097200,885.36,917.58,891.57,917.58,212,399235.83
1701183600,917.58,929.95,906.59,924.3,228,383790.45
1701270001,924.3,940.65,918.08,923.37,233,454440.42
1701356400,923.37,941.01,917.51,935.25,233,670276.91
1701442800,935.25,917.83,909.7,910.82,259,468565.73
1701529200,910.82,913.77,909.88,911.1,275,968721.52
1701615600,911.1,920.22,910.81,920.22,320,518369.57
1701702000,920.22,936.99,924.22,936.99,274,545492.63
1701788400,936.99,945.3,937.68,945.3,283,615491.84
1701874800,945.3,950.22,942.93,943.14,275,597703.75
1701961200,943.14,944.91,940.31,942.11,224,502815.93
1702047600,942.11,943.45,938.45,941.63,270,543354.9
1702134000,941.63,974.72,942.27,943.83,245,542126.94
1702220400,943.83,945.41,938.44,938.44,236,465950.87
1702306800,937.7,938.16,924.15,924.39,230,421928.13
1702393200,924.39,931.2,924.65,929.17,248,520828.4
1702479600,929.17,932.25,928.18,928.18,257,687032.05
1702566000,928.18,929.26,917.11,917.11,265,591881.96
1702652400,917.11,917.98,909.95,911.05,244,535979.86
1702738800,911.05,915.29,911.54,912.88,247,413114.58
1702825200,912.88,914.57,910.84,911.41,260,600395.49
1702911600,911.41,912.63,909.29,910.22,283,518927.54
1702998000,910.22,912.3,907.48,907.76,276,576721.42
1703084400,907.76,907.78,900.66,900.66,301,505914.13
1703170800,900.66,904.27,894.36,904.27,318,605519.28
1703257200,904.27,907.98,901.6,901.6,358,753511.4
1703343600,901.6,901.77,895.74,895.78,361,664273.06
1703430000,895.78,896.36,890.67,890.72,352,594686.05
1703516400,890.72,924.1,886.52,924.1,315,729242.76
1703602800,924.1,890.18,885.42,885.42,283,583491.83
1703689200,885.42,888.44,884.69,885.46,283,621035.31
1703775600,885.46,886.87,883.28,884.34,285,539588.43
1703862000,884.34,889.45,884.48,889.45,333,763721.07
1703948400,889.45,897.38,889.97,897.38,374,712717.52
1704031200,897.38,934.74,872.13,872.13,325,771546.13
1704121200,872.13,918.27,899.25,900.13,367,677508.58
1704207600,900.13,903.08,900.18,901.43,349,812225.33
1704294000,901.43,904.12,900.92,902.36,337,818408.61
1704380400,902.36,905.49,903.02,904.69,365,701653.11
1704466800,904.69,906.89,885.1,904.66,426,887730.78
1704553200,904.66,908.2,905.16,906.24,357,719623.36
1704639600,906.24,910.1,907.54,908.88,400,831036.79
1704726000,908.88,911.53,909.46,911.34,349,702170.22
1704812400,911.34,913.83,911.34,913.16,379,757062.01
1704898800,913.16,915.74,912.26,913.2,409,804871.45
1704985200,913.2,914.27,904.17,904.17,349,642834.12
1705071600,904.17,912.55,909.51,909.51,392,902213.29
1705158000,909.51,911.08,908.25,908.57,368,658334.7
1705244400,908.57,909.74,904.31,904.83,333,656956.31
1705330800,904.83,906.61,904.17,905.95,382,784269.21
1705417200,905.95,908.18,906.17,907.46,375,753014.83
1705503600,907.46,909.63,906.36,906.36,395,921443.29
1705590000,906.36,907.88,905.26,905.93,384,818255.72
1705676400,905.93,906.86,904.89,905.31,492,763420.58
1705762800,905.31,907.3,904.21,904.74,459,800033.07
1705849200,904.74,906.36,904.81,904.95,447,1059244.19
1705935600,904.95,906.46,904.39,905.0,449,853167.31
1706022000,905.0,906.35,903.71,903.9,448,895049.42
1706108400,903.9,905.75,903.02,903.38,410,782284.27
1706194800,903.38,903.98,900.3,900.67,425,599523.15
1706281200,900.67,901.22,897.57,898.08,402,818644.51
1706367600,898.08,901.74,896.09,896.64,476,813451.51
1706454000,896.64,897.73,895.02,895.39,419,731296.81
1706540400,895.39,896.82,894.19,896.12,450,827667.25
1706626800,896.12,897.37,895.18,895.66,394,862317.69
1706713200,895.66,896.91,894.51,895.38,464,960691.2
1706799600,895.38,896.4,893.76,894.44,485,1003444.64
1706886000,894.44,895.55,892.71,892.8,528,1063430.26
1706972400,892.8,894.1,892.12,892.73,516,1031848.3
1707058800,892.73,895.39,892.75,894.66,476,848176.95
1707145200,894.66,897.11,894.91,897.11,538,995937.45
1707231600,897.11,903.04,897.78,903.04,549,1151560.97
1707318000,903.04,911.47,903.54,911.47,933,1776313.52
1707404400,911.47,915.75,911.97,915.66,842,1286938.87
1707490800,915.66,920.74,915.94,920.74,1038,1732826.02
1707577200,920.74,927.04,921.55,927.04,1333,1918156.43
1707663600,927.04,931.0,927.43,929.65,1056,1666250.72
1707750000,929.65,933.25,929.18,930.78,865,1481991.21
1707836400,930.78,934.25,930.62,930.71,851,1304499.54
1707922800,930.71,933.22,929.15,929.6,840,1194081.16
1708009200,929.6,931.59,927.74,929.01,875,1478215.7
1708095600,929.01,931.93,928.68,930.85,850,1430405.78
1708182000,930.85,936.17,931.44,936.17,1073,1712807.59
1708268400,936.17,943.46,936.89,943.46,992,1889656.78
1708354800,943.46,951.7,944.26,951.7,1007,2066519.96
1708441200,951.7,964.88,952.37,964.88,1077,2383041.24
1708527600,964.88,972.94,965.69,969.47,1063,2462787.62
1708614000,969.47,973.66,970.06,972.45,1088,2192815.9
1708700400,972.45,977.29,973.15,975.45,1040,1904497.06
1708786800,975.45,979.28,976.07,978.07,1112,1944368.09
1708873200,978.07,987.51,979.02,981.52,1129,1973916.3
1708959600,981.52,1016.15,982.24,993.35,1238,2193463.23
1709046000,993.35,1012.98,995.16,1012.98,1339,2800781.15
1709132400,1012.98,1020.94,1011.47,1020.94,1498,3519675.77
1709218800,1020.94,1024.05,1011.59,1011.59,1564,3543180.59
1709305200,1011.59,1011.64,999.41,1002.76,1333,2437047.31
1709391600,1002.76,1008.32,1004.01,1008.22,1310,2238703.42
1709478000,1008.22,1011.46,991.16,1008.47,1318,2346316.18
1709564400,1008.47,1009.13,1002.29,1002.69,1306,2389545.65
1709650800,1002.69,1002.82,980.36,980.36,1301,2564538.29
1709737200,980.36,1030.42,975.67,990.43,5637,13968258.25
1709823600,990.43,993.7,990.6,993.68,5471,12956233.51
1709910000,993.68,1002.14,993.48,1002.14,5703,13448593.78
1709996400,1002.14,1008.95,1003.16,1008.33,5761,13215588.25
1710082800,1008.33,1012.07,1008.92,1011.03,5893,14267118.22
1710169200,1011.35,1012.3,1008.75,1009.93,5848,14516853.55
1710255600,1009.93,1011.32,1007.99,1011.32,6001,14444050.18
1710342000,1011.32,1014.57,1011.48,1014.47,6485,18283106.34
1710428400,1014.47,1018.53,1014.06,1018.53,7313,17543381.18
1710514800,1018.53,1028.15,1019.68,1028.15,9042,23481919.44
1710601200,1028.15,1033.98,1029.1,1032.87,8845,21146220.95
1710687600,1032.87,1034.5,1027.95,1030.14,8871,22952954.28
1710774000,1030.14,1030.88,1027.21,1028.22,11765,36132003.4
1710860400,1028.22,1030.09,1026.16,1027.64,11772,36667953.06
1710946800,1027.64,1029.1,1026.26,1027.95,36170,66540744.1
1711033200,1027.95,1029.61,1026.12,1027.89,45283,72035832.44
1711119600,1027.89,1029.67,1024.67,1028.03,46019,74206970.2
1711206000,1028.03,1029.11,1024.91,1024.91,44715,72013896.24
1711292400,1024.91,1025.57,1020.35,1021.6,43994,70718146.29
1711378800,1021.6,1045.55,1018.49,1020.35,44869,70296258.38
1711465200,1020.35,1023.01,1020.42,1022.75,43683,71661107.14
1711551600,1022.75,1024.19,1021.76,1024.07,40351,70076888.03
1711638000,1024.07,1026.82,1023.58,1026.65,43492,74987294.36
1711724400,1026.65,1028.61,1025.67,1027.09,43944,71941261.61
1711810800,1027.09,1029.07,1025.99,1027.84,43318,75201231.99
1711897200,1027.84,1029.48,1025.82,1027.4,46118,75158436.93
1711983600,1027.4,1028.5,1024.46,1026.88,48945,76294984.17
1712070000,1026.88,1029.31,1026.05,1028.38,51912,81198939.25
1712156400,1028.38,1033.53,1028.85,1033.41,48075,76373475.32
1712242800,1033.41,1035.33,1032.44,1033.28,45841,77496298.26
1712329200,1033.28,1035.32,1030.31,1031.75,42946,72455127.01
1712415600,1031.75,1034.55,1031.46,1034.55,49963,82884962.62
1712502000,1034.55,1042.22,1035.06,1042.22,55198,95918806.81
1712588400,1042.22,1049.39,1043.44,1049.39,57026,97130124.01
1712674800,1049.39,1055.14,1049.6,1055.14,52402,88533369.39
1712761200,1055.14,1057.78,1053.69,1055.97,52849,87497460.24
1712847600,1055.97,1056.85,1053.32,1054.57,47831,74993593.44
1712934000,1054.57,1054.8,1050.44,1052.67,46444,77735376.4
1713020400,1052.67,1054.93,1050.66,1053.82,44616,75744630.16
1713106800,1053.82,1054.32,1049.63,1050.45,44199,73705907.5
1713193200,1050.45,1050.56,1042.03,1042.15,47998,78141282.64
1713279600,1042.15,1042.42,1036.08,1036.71,45720,71637525.32
1713366000,1036.71,1038.42,1034.73,1037.16,44438,71782922.91
1713452400,1037.16,1039.94,1037.73,1039.94,45023,73678384.05
1713538800,1039.94,1041.61,1039.32,1041.61,43490,72027309.74
1713625200,1041.61,1044.7,1041.86,1044.7,43147,72782126.03
1713711600,1044.7,1047.36,1045.03,1047.36,42368,72159095.15
1713798000,1047.36,1048.63,1046.79,1048.17,44516,75209120.3
1713884400,1048.17,1050.55,1048.33,1050.55,43814,74715263.57
1713970800,1050.55,1051.66,1049.89,1051.6,42560,74079576.99
1714057200,1051.6,1054.43,1052.01,1054.43,43685,77254087.22
1714143600,1054.43,1057.05,1052.83,1057.05,49943,98938149.85
1714230000,1057.05,1066.55,1057.85,1066.55,47959,92460436.81
1714316400,1066.55,1069.2,1066.81,1068.39,50382,82819584.42
1714402800,1068.39,1069.23,1064.88,1065.17,49236,77053149.06
1714489200,1065.17,1065.09,1059.97,1062.92,45609,74354014.95
1714575600,1062.92,1064.48,1062.42,1063.79,43985,69512770.69
1714662000,1063.79,1064.74,1061.64,1062.5,42638,67546258.01
1714748400,1062.5,1062.58,1056.42,1057.07,41244,64808207.85
1714834800,1057.07,1074.7,1053.22,1053.58,43200,68388385.19
1714921200,1053.58,1056.62,1051.94,1056.62,45563,76587938.2
1715007600,1056.62,1062.02,1057.59,1061.98,52204,92540240.89
1715094000,1061.98,1067.28,1062.72,1067.28,48896,91745229.83
1715180438,1067.28,1067.94,1065.07,1067.94,47506,91257197.16
1715266841,1067.94,1074.99,1068.82,1074.99,48462,97278915.13
1715353238,1074.99,1080.73,1076.13,1080.73,51707,101092110.17
1715439636,1080.73,1091.25,1081.18,1091.25,54327,110620407.23
1715526049,1091.25,1101.97,1092.82,1101.39,51894,109515173.02
1715612438,1101.39,1102.39,1092.56,1093.47,51331,86792262.36
1715698845,1093.47,1094.14,1083.19,1083.79,49031,83252372.77
1715785253,1083.79,1084.61,1081.19,1083.81,46979,83140057.12
1715871655,1083.81,1089.31,1084.54,1089.31,48703,94332562.31
1715958071,1089.31,1091.57,1088.73,1089.74,48045,92482253.8
1716044452,1089.74,1089.72,1082.95,1084.32,43064,77822701.78
1716131012,1084.32,1084.82,1078.64,1078.64,43515,74231364.92
1716217242,1078.64,1078.2,1066.15,1067.38,46484,77703064.65
1716303643,1067.38,1067.61,1056.42,1056.42,43119,67044222.28
1716390047,1056.42,1056.72,1045.16,1050.8,42245,72288061.49
1716479187,1050.8,1052.85,1049.0,1049.17,38368,59221451.9
1716562840,1049.17,1050.05,1036.27,1039.55,58401,142544805.7
1716649250,1039.55,1055.96,1041.07,1055.96,41665,91858488.26
1716735636,1055.96,1062.57,1056.83,1062.42,43708,75483622.34
1716822076,1062.42,1063.84,1060.4,1061.05,42266,73138216.11
1716908463,1061.05,1061.82,1055.23,1055.4,37371,65270411.23
1716994863,1055.4,1055.83,1052.5,1053.08,35801,63034910.43
1717081256,1053.08,1055.0,1051.77,1052.21,39960,68269368.41
1717167606,1052.21,1052.57,1048.46,1048.84,41539,78837215.75
1717254005,1048.84,1049.62,1046.28,1048.14,45181,82155584.89
1717340406,1048.14,1049.39,1046.09,1046.3,37081,72216438.27
1717426978,1046.3,1046.49,1039.86,1039.86,39677,76097497.13
1717513329,1039.86,1039.79,1026.59,1026.59,41253,70550782.66
1717599730,1026.59,1026.99,1013.58,1013.58,38878,63640346.78
1717686142,1013.58,1014.26,1005.58,1008.24,37136,60288468.56
1717772534,1008.24,1009.23,1006.53,1008.75,36188,55692980.37
1717858936,1008.75,1014.46,1009.59,1013.92,38005,58603964.22
1717945339,1013.92,1014.87,1010.91,1010.91,37310,55713222.58
1718031743,1011.16,1011.38,1008.12,1008.87,40756,56524569.39
1718118137,1008.87,1010.18,1008.12,1009.68,42414,61281167.02
1718204531,1009.68,1011.03,1008.91,1011.03,38907,60109491.59
1718290945,1011.03,1015.96,1011.67,1015.96,40399,69461651.84
1718377334,1015.96,1020.29,1016.31,1020.29,38742,66613951.8
1718463742,1020.29,1021.32,1019.63,1020.79,39036,64545116.65
1718550128,1020.79,1021.01,1018.23,1018.33,37166,57991896.45
1718636535,1018.33,1018.71,1015.69,1016.88,39442,58245495.85
1718722937,1016.88,1017.38,1015.33,1017.3,41822,63892732.02
1718809348,1017.3,1017.81,1015.4,1016.05,38480,57089411.55
1718895734,1016.05,1016.51,1014.18,1015.36,39174,58931326.08
1718982140,1015.36,1015.99,1014.13,1015.22,38282,60479142.75
1719068534,1015.22,1015.84,1014.38,1014.95,37793,57479105.29
1719154927,1014.95,1016.29,1015.18,1015.94,37894,61179142.94
1719241342,1015.94,1017.73,1015.64,1017.73,40651,66128038.67
1719327739,1017.73,1020.77,1018.12,1020.77,42126,71839946.16
1719414530,1020.77,1025.74,1021.2,1025.57,45980,80201599.96
1719500546,1025.57,1026.47,1023.35,1024.06,41097,65983177.03
1719587123,1024.06,1024.99,1023.68,1024.51,44423,66323044.44
1719673352,1024.51,1025.57,1024.11,1024.79,40462,62890623.21
1719759746,1024.79,1025.11,1023.44,1024.4,39666,64149530.23
1719846140,1024.4,1025.09,1022.65,1023.37,41888,66512849.09
1719932505,1023.37,1023.65,1020.88,1021.58,41442,64459720.03
1720018943,1021.58,1021.91,1019.3,1019.86,43596,68003471.39
1720105344,1019.86,1020.2,1018.0,1018.59,45257,71137947.93
1720191734,1018.59,1018.81,1015.43,1016.76,47569,68155524.93
1720278147,1016.76,1017.07,1013.77,1013.77,39376,57204325.78
1720364528,1013.77,1013.77,1009.95,1010.05,37302,56249459.24
1720450939,1010.05,1010.09,1004.08,1004.08,39386,57206821.7
1720537336,1004.08,1004.17,997.87,997.87,39204,55358261.07
1720623737,997.87,997.96,993.97,995.61,41133,57945039.59
1720710144,995.61,996.7,995.13,996.7,39955,56476833.35
1720796545,996.7,997.4,996.21,997.05,40841,56839230.5
1720882933,997.05,998.02,997.1,997.96,39041,53938302.47
1720969329,997.96,998.68,997.68,998.41,37420,52756161.91
1721055733,998.41,999.72,997.6,999.72,43859,59422007.14
1721142136,999.72,1001.8,999.02,1001.8,44912,62966584.22
1721228558,1001.8,1003.41,1001.96,1003.41,45451,62287625.92
1721314953,1003.41,1004.66,1003.7,1004.41,45882,66379971.21
1721401331,1004.41,1005.09,1003.84,1004.35,45422,63479036.44
1721487736,1004.35,1004.77,1003.03,1003.42,42786,62167087.97
1721574146,1003.42,1003.75,1002.22,1002.46,40082,60093149.7
1721660536,1002.46,1003.62,1002.41,1003.62,42188,60277346.84
1721746939,1003.62,1005.61,1003.63,1005.61,46344,68881193.5
1721833327,1005.61,1006.83,1005.7,1006.82,44767,66029111.14
1721919738,1006.82,1008.17,1006.72,1008.17,46283,68513250.76
1722006135,1008.17,1012.86,1008.53,1012.86,50045,84427397.24
1722092762,1012.86,1013.83,1012.44,1013.83,45530,73568315.43
1722178937,1013.83,1014.5,1013.57,1014.1,43069,67422454.77
1722265428,1014.1,1014.3,1012.81,1014.14,44040,67240869.93
1722351742,1014.14,1014.9,1013.69,1014.9,43880,68404894.0
1722438137,1014.9,1017.55,1015.22,1017.55,48176,79943225.26
1722524562,1017.55,1018.74,1017.07,1017.71,49317,76913493.41
1722610967,1017.71,1018.31,1016.62,1018.31,46655,76841930.14
1722697330,1018.31,1019.97,1018.77,1019.85,45792,76891069.65
1722783786,1019.85,1020.8,1018.51,1018.98,46137,76071016.68
1722870167,1018.98,1019.24,1015.1,1015.27,46567,72772276.61
1722956542,1015.27,1015.41,1013.25,1014.8,45691,67950041.4
1723042936,1014.8,1015.81,1013.9,1015.24,45129,66502252.97
1723129340,1015.24,1015.56,1013.27,1013.58,48104,68695415.69
1723215753,1013.58,1013.75,1011.62,1012.45,48775,69722547.35
1723302146,1012.45,1013.35,1012.16,1013.35,49286,69127218.08
1723388716,1013.35,1014.88,1013.6,1014.88,48506,71993978.52
1723475182,1014.88,1015.88,1014.83,1015.88,50113,73552621.12
1723561354,1015.88,1017.24,1016.08,1017.11,53299,72884560.62
1723647794,1017.11,1017.97,1016.95,1017.86,50828,71057525.59
1723734202,1017.86,1018.55,1017.18,1018.29,56410,79093719.81
1723820542,1018.29,1019.29,1018.08,1019.25,55401,80140136.48
1723907152,1019.25,1023.44,1019.68,1023.44,58744,92155365.4
1723993346,1023.44,1026.1,1023.84,1026.1,58664,83064290.38
1724079740,1026.1,1027.06,1026.05,1026.99,57907,79213871.25
1724166160,1026.99,1027.77,1026.05,1026.3,57219,74784092.84
1724252576,1026.3,1026.61,1022.5,1022.94,54832,70191072.75
1724338943,1022.94,1023.39,1020.5,1020.74,50637,66149583.86
1724425210,1020.74,1021.31,1019.73,1020.84,53584,71561195.23
1724511600,1020.84,1021.89,1020.88,1021.8,53192,71756988.32
1724598002,1021.8,1022.01,1020.44,1020.86,51345,68299930.7
1724684419,1020.86,1021.07,1019.29,1019.55,52960,67532372.79
1724771157,1019.55,1019.91,1018.19,1019.23,54680,70255665.55
1724857359,1019.23,1020.19,1019.16,1020.19,59476,73006562.8
1724943866,1020.19,1021.23,1020.12,1020.96,62821,77885700.36
1725030140,1020.96,1021.68,1020.48,1021.68,60554,76152836.41
1725116852,1021.68,1022.71,1021.8,1022.71,60447,74848319.47
1725203000,1022.71,1023.97,1022.86,1023.97,63493,80009038.44
1725289343,1023.97,1024.92,1023.97,1024.92,64146,80799291.18
1725375761,1024.92,1026.22,1024.84,1025.04,65027,84449504.19
