feature,importance
close_pct_lag_1,0.025821752025100952
close_std_20,0.003135387412723789
close_std_5,0.0024900112889372217
close_mean_5,0.0016107901635820099
vol_lag_5,0.001533908515710003
close_std_10,0.0013371670611403985
vol_lag_4,0.000665799627381114
vol_lag_2,0.0005004579595850878
close_mean_20,0.0004634606140347941
close_pct_lag_2,0.00036653720505563925
close_mean_10,0.00033496303208302436
close_pct_lag_3,0.0003317487562997101
vol_lag_3,0.0003185850846492144
close_pct_lag_5,0.00030024128701211517
vol_lag_1,0.00025853731441882744
close_pct_lag_4,0.00023628727607744038
