feature,importance
close_pct_lag_1,0.10862945058740081
vol_lag_5,0.028328454815891746
vol_lag_1,0.02796555153116742
close_std_10,0.017820576863414317
close_pct_lag_2,0.014788929507346893
vol_lag_2,0.013081098432223826
close_pct_lag_5,0.009325866163408136
close_pct_lag_3,0.00645198879186637
close_std_5,0.006230902255481396
vol_lag_3,0.005717891715221413
vol_lag_4,0.0032457655529469776
close_mean_5,0.003239694772560142
close_mean_20,0.0026363986325463884
close_std_20,0.002337015236449247
close_mean_10,0.0013043754088357673
close_pct_lag_4,0.000928445218107754
